Rank,2009 Rank,Company and Year-end,Profit ($000),% Chg,Revenue ($000),% Chg,Assets ($000),% Chg,Mkt Cap ($-mil),Employees,Industry,Rank Change,Profit Margin,Revenue per Employee,Profit Per Employee,Return on Assets
453,354,Akita Drilling(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=AKT.A-T,5701,-32,112009,5,242650,4,172,632,Oil and Gas Field Services,-99,0,177229,9021,0
514,293,Com Dev International(Oc10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CDV-T,2426,-84,223499,-7,242466,3,161,1295,Telecommunications,-221,0,172586,1873,0
604,394,Gazit America(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=GAA-T,-1543,-131,20708,33,241323,12,88,8,Property Management & Investment,-210,0,2588500,-192875,0
380,284,Descartes Systems Group(Ja11)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=DSG-T,11539,-20,99384,34,241269,16,429,542,Computer Software & Processing,-96,0,183365,21290,0
736,673,WesternZagros Resources(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=WZR-X,-5748,-5,87,-53,241231,0,99,50,Oil and Gas Producers,-63,-66,1740,-114960,0
862,743,Bear Creek Mining(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=BCM-X,-17281,-99,178,150,236904,80,874,25,Precious Metals,-119,-97,7120,-691240,0
873,921,MGM Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=MGX-T,-19931,60,31,-87,235663,-6,63,14,Oil and Gas Producers,48,-643,2214,-1423643,0
495,576,Wild Stream Exploration(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=WSX-X,3636,238,44947,294,234904,118,411,17,Oil and Gas Producers,81,0,2643941,213882,0
531,613,Painted Pony Petroleum(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=PPY.A-X,1894,152,58532,102,234197,42,456,24,Oil and Gas Producers,82,0,2438833,78917,0
748,375,WestFire Energy Ltd.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=WFE-T,-6355,-196,45664,123,233453,30,276,34,Oil and Gas Producers,-373,0,1343059,-186912,0
389,290,Newfoundland Capital Corp.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=NCC.A-T,10701,-30,117836,4,232353,0,217,800,Broadcasting,-99,0,147295,13376,0
843,711,Romarco Minerals(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=R-T,-14897,-87,750,56,229419,142,1117,102,Precious Metals,-132,-20,7353,-146049,0
313,264,Pizza Pizza Royalty IF(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=PZA.UN-T,19220,-4,19468,-1,229215,1,183,0,Food Services,-49,1,#DIV/0!,#DIV/0!,0
294,260,Canadian Helicopters Group(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CHL.A-T,22071,4,171533,10,228897,5,213,543,Transportation,-34,0,315899,40646,0
900,512,Rubicon Minerals(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=RMX-T,-24050,-4223,1331,-47,227923,-7,1217,49,Precious Metals,-388,-18,27163,-490816,0
806, ,Petromanas Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=PMI-X,-10312,-3634,322,226,227597,4080,246,9,Oil and Gas Producers,,-32,35778,-1145778,0
286,287,Glentel Inc.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=GLN-T,24317,52,412527,34,226969,58,274,2240,Electrical & Electronic,1,0,184164,10856,0
729,676,Augusta Resource(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=AZC-T,-5439,11,1283,38,226617,52,513,42,Precious Metals,-53,-4,30548,-129500,0
645,536,Royal Host(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=RYL-T,-2729,-88,105277,2,225853,-18,37,1500,Lodging,-109,0,70185,-1819,0
299,235,Altius Minerals(Ap10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ALS-T,20963,-26,32352,262,223558,18,289,19,Precious Metals,-64,1,1702737,1103316,0
463,540,Ridley Inc.(Ju10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=RCL-T,4725,469,548271,-9,222182,-2,95,930,Agriculture,77,0,589539,5081,0
626,537,Scott's REIT(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=SRQ.UN-T,-2254,-54,22555,15,221908,14,55,8,Property Management & Investment,-89,0,2819375,-281750,0
448,380,CE Franklin(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CFT-T,5911,-6,489650,12,220677,6,101,483,Oil and Gas Field Services,-68,0,1013768,12238,0
374,390,Miranda Technologies(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=MT-T,12231,122,143795,9,219631,29,119,0,Electrical & Electronic,16,0,#DIV/0!,#DIV/0!,0
569,495,Strongco Corporation(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=SQP-T,-417,-2417,295397,1,219355,12,37,600,Wholesale Distributors,-74,0,492328,-695,0
409,344,Acadian Timber(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ADN-T,8800,-5,71000,11,217900,4,125,136,Forestry,-65,0,522059,64706,0
976,919,Yukon-Nevada Gold(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=YNG-T,-93095,-97,64931,491,217812,7,591,214,Precious Metals,-57,-1,303416,-435023,0
671,665,Open Range Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ONR-T,-3529,42,47786,74,217697,4,116,27,Oil and Gas Producers,-6,0,1769852,-130704,0
342,494,Amerigo Resources(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ARG-T,15389,   n/m ,153235,70,217020,31,228,617,Metal Mines,152,0,248355,24942,0
295,384,Mosaid Technologies(Ap10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=MSD-T,21750,272,76099,19,216079,25,252,45,Electrical & Electronic,89,0,1691089,483333,0
693,523,Sabina Gold & Silver(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=SBB-T,-4143,-266,377,175,215921,50,799,21,Precious Metals,-170,-11,17952,-197286,0
357,357,Logistec Corp.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=LGT.B-T,14149,74,263707,22,215000,2,127,1307,Transportation,0,0,201765,10826,0
222,199,Coxe Commodity Strategy Fund(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=COX.UN-T,40479,-5,3024,-1,214865,-9,199,0,Investment Companies and Funds,-23,13,#DIV/0!,#DIV/0!,0
417,893,Zarlink Semiconductor(Ma10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ZL-T,7654,126,220325,-10,214705,13,212,584,Electrical & Electronic,476,0,377269,13106,0
765,790,Crocotta Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CTA-T,-7414,49,35539,4,213816,-16,115,18,Oil and Gas Producers,25,0,1974389,-411889,0
829,649,Parex Resources(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=PXT-X,-13385,-183,6160,1069,210500,58,666,68,Oil and Gas Producers,-180,-2,90588,-196838,0
469, ,Logan International(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=LII-T,4549,1062,139503,109,210210,59,175,635,Oil and Gas Field Services,,0,219690,7164,0
543,506,Labrador Iron Mines Holdings(Ma10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=LIM-T,1165,430,90,-92,210034,18,282,30,Metal Mines,-37,13,3000,38833,0
462,630,Tonbridge Power(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=TBZ-X,5100,216,5848,-8,209638,102,70,11,Electrical Utilities,168,1,531636,463636,0
396,277,Alaris Royalty(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=AD-T,9986,-43,16659,-8,209629,27,191,7,Investment Companies and Funds,-119,1,2379857,1426571,0
255,433,Avion Gold(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=AVR-T,31457,1077,115682,227,209491,128,756,1450,Other Mines,178,0,79781,21694,0
796, ,Whitecap Resources(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=WCP-T,-9623,-1313,24869,274,207424,753,265,24,Oil and Gas Producers,,0,1036208,-400958,0
586, ,Orion Oil & Gas(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=OIP-T,-917,92,72650,144,207406,36,285,30,Oil and Gas Producers,,0,2421667,-30567,0
947,885,Nautilus Minerals(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=NUS-T,-45016,-66,1417,-81,207091,-14,352,54,Metal Mines,-62,-32,26241,-833630,0
875,721,NGAS Resources(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=NGAS-Q,-19493,-153,51941,-11,204920,-5,34,111,Oil and Gas Producers,-154,0,467937,-175613,0
356,299,Firm Capital Mortgage Invest.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=FC-T,14236,-2,18424,2,204702,20,171,1,Finance and Leasing,-57,1,18424000,14236000,0
256,398,Minera Andes(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=MAI-T,30859,650,38840,215,204043,22,774,18,Precious Metals,142,1,2157778,1714389,0
510,464,Pure Industrial REIT(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=AAR.UN-X,2795,101,14423,114,202122,203,122,0,Property Management & Investment,-46,0,#DIV/0!,#DIV/0!,0
908,678,Emerge Oil & Gas(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=EME-T,-26658,-312,106795,323,198855,41,333,32,Oil and Gas Producers,-230,0,3337344,-833063,0
858,647,Magma Energy(Ju10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=AXY-T,-16446,-269,-1042,-123,198703,354,331,135,Oil and Gas Producers,-211,16,-7719,-121822,0
714,808,Orleans Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=RMP-T,-4913,73,48872,14,197668,-18,163,10,Oil and Gas Producers,94,0,4887200,-491300,0
878,828,Crocodile Gold(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CRK-T,-19836,1,75900,6881,197218,61,343,480,Precious Metals,-50,0,158125,-41325,0
421,301,Buhler Industries(Se10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=BUI-T,8180,-43,213111,-26,197203,2,145,820,Machinery,-120,0,259891,9976,0
943,910,Canadian Satellite Radio(Au10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=XSR-T,-44736,-4,59417,12,195649,-12,302,85,Broadcasting,-33,-1,699024,-526306,0
414,329,Futuremed Healthcare Products(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=FMD-T,8492,-26,201373,-2,195602,-4,96,193,Biotechnology & Pharmaceuticals,-85,0,1043383,44000,0
810, ,TriOil Resources(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=TOL-X,-10400,9,19534,184,195509,449,141,11,Oil and Gas Producers,,-1,1775818,-945455,0
461,205,Madison Pacific Properties(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=MPC-T,5104,-87,21218,8,195291,9,142,9,Property Management & Investment,-256,0,2357556,567111,0
938,741,Medoro Resources(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=MRS-T,-41528,-320,28725,3756,195268,11,333,1039,Precious Metals,-197,-1,27647,-39969,0
326,392,Cathedral Energy Services(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CET-T,18015,241,145465,69,194060,12,331,466,Oil and Gas Field Services,66,0,312157,38659,0
861,723,Calmena Energy Services(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CEZ-T,-17758,-99,93540,167,193240,38,184,120,Oil and Gas Field Services,-138,0,779500,-147983,0
475, ,Secure Energy Services(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=SES-T,4474,262,72993,225,192976,99,373,150,Oil and Gas Field Services,,0,486620,29827,0
432, ,Strad Energy Services(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=SDY-T,7391,144,153761,105,192816,46,144,550,Oil and Gas Field Services,,0,279565,13438,0
884,939,Birks & Mayors(Ma10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=BMJ-A,-19471,68,255057,-6,191734,-7,9,846,Specialty Stores,55,0,301486,-23015,0
385,419,Calvalley Petroleum(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CVI.A-T,10941,271,64733,24,190710,10,489,129,Oil and Gas Producers,34,0,501806,84814,0
929,617,Ballard Power Systems(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=BLD-T,-34936,-972,65566,7,189788,-3,126,340,Misc. Industrial Products,-312,-1,192841,-102753,0
314,591,Gennum Corp.(No10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=GND-T,18564,737,129208,28,189697,9,247,386,Electrical & Electronic,277,0,334736,48093,0
886,936,Mountain China Resorts(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=MCG-X,-21630,68,5111,26,189625,-2,24,1000,Developers,50,-4,5111,-21630,0
434,567,Endeavour Silver(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=EDR-T,7079,432,89042,49,188423,70,589,800,Precious Metals,133,0,111303,8849,0
869,661,Nevada Geothermal Power(Ju10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=NGP-X,-17981,-253,11916,3339,187274,-16,63,40,Electrical Utilities,-208,-2,297900,-449525,0
468,731,Essential Energy Services(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ESN-T,4743,150,166601,49,187052,10,153,762,Oil and Gas Field Services,263,0,218636,6224,0
708,769,Brampton Brick(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=BBL.A-T,-4840,59,74485,23,185920,0,67,192,Misc. Industrial Products,61,0,387943,-25208,0
695,513,Amica Mature Lifestyles(My10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ACC-T,-4333,-641,45113,-6,185342,-4,107,1100,Property Management & Investment,-182,0,41012,-3939,0
362,213,Vicwest Inc.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=VIC-T,13657,-60,356980,-9,184310,14,270,1100,Metal Fabricators,-149,0,324527,12415,0
370,362,Goodfellow Inc.(Au10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=GDL-T,12663,70,504477,15,183804,23,99,882,Misc. Industrial Products,-8,0,571969,14357,0
804,604,Premier Gold Mines(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=PG-T,-10057,-173,335,280,183524,107,769,25,Precious Metals,-200,-30,13400,-402280,0
681,728,Artis REIT(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=AX.UN-T,-3775,59,193567,42,182948,80,997, ,Property Management & Investment,47,0,#VALUE!,#VALUE!,0
406,872,Supremex Inc.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=SXP-T,8994,133,152784,-8,182899,-8,71,650,Paper Products,466,0,235052,13837,0
279,387,Gamehost Inc.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=GH-T,25789,362,63673,32,182001,114,216,1000,Lodging,108,0,63673,25789,0
392,372,Enghouse Systems(Oc10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ESL-T,10238,52,95978,20,181427,13,220,532,Computer Software & Processing,-20,0,180410,19244,0
677,569,Queenston Mining(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=QMI-T,-3664,-62,380,130,180305,103,465,22,Precious Metals,-108,-10,17273,-166545,0
425,407,Timbercreek Mortgage Invest.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=TMC-T,7858,85,11497,100,178157,146,180,26,Finance and Leasing,-18,1,442192,302231,0
497,636,Seabridge Gold(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=SEA-T,3540,176,12266,1811,178132,72,1239,12,Precious Metals,139,0,1022167,295000,0
689,542,Africa Oil(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=AOI-X,-3971,-192,2075,-38,177639,88,272,15,Oil and Gas Producers,-147,-2,138333,-264733,0
289,330,La Mancha Resources(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=LMA-T,23738,109,165545,58,177566,6,321,1200,Precious Metals,41,0,137954,19782,0
307,268,Boston Pizza Royalties IF(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=BPF.UN-T,20245,6,20466,5,177452,4,203,0,Investment Companies and Funds,-39,1,#DIV/0!,#DIV/0!,0
711,776,Bucking Horse Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=BUC-T,-4737,58,21088,19,176981,2,79,0,Oil and Gas Producers,65,0,#DIV/0!,#DIV/0!,0
867,532,Urbana Corp.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=URB-T,-18405,-1252,1957,-37,176821,-8,105,0,Management & Diversified,-335,-9,#DIV/0!,#DIV/0!,0
373,473,Stoneham Drilling Trust(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=SDG.UN-T,12368,1343,106350,77,175473,5,94,300,Oil and Gas Field Services,100,0,354500,41227,0
673,694,Midway Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=MEL-T,-3626,49,39631,249,175389,58,301,23,Oil and Gas Producers,21,0,1723087,-157652,0
328,618,Ivernia Inc.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=IVW-T,17104,618,105147,313,173923,22,212,117,Metal Mines,290,0,898692,146188,0
387,450,Asia Bio-Chem Group(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ABC-T,11135,428,194479,117,172493,21,122,996,Biotechnology & Pharmaceuticals,63,0,195260,11180,0
525,232,DragonWave Inc.(Fe11)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=DWI-T,1975,-93,118928,-31,170580,-10,269,256,Electrical & Electronic,-293,0,464563,7715,0
968,966,Timminco Ltd.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=TIM-T,-74752,44,134418,20,169234,-19,65,268,Misc. Industrial Products,-2,-1,501560,-278925,0
924,870,Crowflight Minerals(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CML-T,-34226,-27,22975,240,168347,1,42,45,Metal Mines,-54,-1,510556,-760578,0
244,254,Aberdeen International(Ja11)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=AAB-T,34840,61,64225,73,168295,42,62,7,Precious Metals,10,1,9175000,4977143,0
761,680,Second Wave Petroleum(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=SCS-T,-6859,-4,25294,71,167352,83,211,19,Oil and Gas Producers,-81,0,1331263,-361000,0
285,297,DirectCash Payments(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=DCI-T,25075,68,116308,20,167289,40,308,111,Other Services,12,0,1047820,225901,0
498, ,Fiera Sceptre(Se10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=FSZ-T,3493,-1,41904,54,166852,514,297,150,Investment Companies and Funds,,0,279360,23287,0
731,707,UEX Corp.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=UEX-T,-5730,29,85,-1,165886,2,456,4,Non-Base Metal Mining,-24,-67,21250,-1432500,0
746,685,Guyana Goldfields(Oc10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=GUY-T,-6267,6,469,122,165464,105,895,22,Precious Metals,-61,-13,21318,-284864,0
411,306,Richards Packaging Income Fund(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=RPI.UN-T,8766,-37,179010,-9,163691,-3,94,470,Wholesale Distributors,-105,0,380872,18651,0
820,752,Kirkland Lake Gold(Ap10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=KGI-T,-12262,-17,51677,17,162207,61,480,456,Precious Metals,-68,0,113327,-26890,0
670,551,Partners REIT(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=PAR.UN-X,-3473,-96,16980,-1,160314,19,53,0,Property Management & Investment,-119,0,#DIV/0!,#DIV/0!,0
624,750,ProspEx Resources(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=PSX-T,-2165,79,38564,19,160118,4,79,23,Oil and Gas Producers,126,0,1676696,-94130,0
674,674,Rock Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=RE-T,-3627,42,61483,23,159278,9,159,32,Oil and Gas Producers,0,0,1921344,-113344,0
756,722,Cinch Energy Corp.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CNH-T,-6710,25,27313,15,159210,27,118,16,Oil and Gas Producers,-34,0,1707063,-419375,0
887,733,Canacol Energy(Ju10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CNE-T,-21646,-126,24186,58,158762,86,383,60,Oil and Gas Producers,-154,-1,403100,-360767,0
422,837,St Andrew Goldfields(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=SAS-T,8017,136,90463,457,157102,43,531,255,Precious Metals,415,0,354757,31439,0
836,768,Insignia Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ISN-T,-14299,-23,38650,130,156650,4,55,16,Oil and Gas Producers,-68,0,2415625,-893688,0
751,635,Bellamont Exploration(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=BMX.A-X,-6526,-43,36938,260,156551,119,84,16,Oil and Gas Producers,-116,0,2308625,-407875,0
638,288,Orvana Minerals(Se10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ORV-T,-2431,-118,33042,-42,156472,11,314,358,Precious Metals,-350,0,92296,-6791,0
931,858,Westport Innovations(Ma10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=WPT-T,-37636,-54,131095,7,156117,15,643,205,Misc. Industrial Products,-73,0,639488,-183590,0
557,487,Phoscan Chemical(Ja10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=FOS-T,347,108,285,649,155359,-2,67,4,Other Mines,-70,1,71250,86750,0
491,219,Wesdome Gold Mines(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=WDO-T,3735,-88,89461,-14,155145,8,275,350,Precious Metals,-272,0,255603,10671,0
549,312,Vecima Networks(Ju10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=VCM-T,807,-94,117634,1,154573,5,94,903,Telecommunications,-237,0,130270,894,0
601,580,Pulse Seismic(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=PSD-T,-1354,51,33143,8,154438,57,117,25,Oil and Gas Field Services,-21,0,1325720,-54160,0
320,267,Badger Daylighting(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=BAD-T,18563,-6,139713,2,154429,12,207,347,Oil and Gas Field Services,-53,0,402631,53496,0
805,709,Lakeview Hotel REIT(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=LHR.UN-X,-10229,-27,35262,2,154394,-6,6,0,Property Management & Investment,-96,0,#DIV/0!,#DIV/0!,0
587,878,Pure Energy Services(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=PSV-T,-949,97,176311,82,154334,-16,142,923,Oil and Gas Field Services,291,0,191020,-1028,0
657,778,Xinergy Ltd.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=XRG-X,-2915,74,109948,84,153480,143,195,311,Other Mines,121,0,353531,-9373,0
478,411,Northstar Aerospace(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=NAS-T,4158,19,217260,11,152046,-1,71,970,Misc. Industrial Products,-67,0,223979,4287,0
402,426,CVTech Group(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CVT-T,9419,206,260013,62,151365,4,95,1277,Automotive,24,0,203612,7376,0
455,819,Sandvine Corp.(No10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=SVC-T,5590,129,94241,36,149759,10,312,395,Computer Software & Processing,364,0,238585,14152,0
231,350,Northfield Capital(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=NFD.A-X,36994,311,44494,236,149057,19,98,5,Investment Companies and Funds,119,1,8898800,7398800,0
394,805,Exco Technologies(Se10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=XTC-T,10077,157,165784,16,148847,6,141,2052,Misc. Industrial Products,411,0,80791,4911,0
194,217,CMP Gold Trust(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CMP.UN-T,60898,83,7,-100,148553,83,65, ,Investment Companies and Funds,23,8700,#VALUE!,#VALUE!,0
591,667,Enhanced Oil Resources(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=EOR-X,-1048,83,10171,93,148533,10,30,6,Oil and Gas Producers,76,0,1695167,-174667,0
459,509,CanElson Drilling(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CDI-X,5448,1459,73281,978,146908,169,216,450,Oil and Gas Field Services,50,0,162847,12107,0
442,385,easyhome Ltd.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=EH-T,6871,36,180789,4,146252,7,112,1288,Specialty Stores,-57,0,140364,5335,0
340,369,FP Newspapers(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=FP-T,15973,124,110098,-4,146096,-1,90,456,Publishing & Printing,29,0,241443,35029,0
704,735,Seaview Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CVU.A-X,-4701,51,33386,16,146003,-12,79,12,Oil and Gas Producers,31,0,2782167,-391750,0
767,747,Polymet Mining(Ja11)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=POM-T,-7283,19,-276,-274,145032,4,316,21,Metal Mines,-20,26,-13143,-346810,0
758,610,Rainy River Resources(Se10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=RR-X,-6782,-91,343,-45,144669,119,643,30,Precious Metals,-148,-20,11433,-226067,0
833,773,Northern Dynasty Minerals(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=NDM-T,-14115,-11,544,62,144247,-4,1347,0,Precious Metals,-60,-26,#DIV/0!,#DIV/0!,0
366,381,Airboss of America(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=BOS-T,13051,108,240633,13,144042,8,149,741,Misc. Industrial Products,15,0,324741,17613,0
859,605,Xceed Mortgage(Oc10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=XMC-T,-17634,-427,-9342,-169,142480,26,30,50,Finance and Leasing,-254,2,-186840,-352680,0
