Rank,2009 Rank,Company and Year-end,Profit ($000),% Chg,Revenue ($000),% Chg,Assets ($000),% Chg,Mkt Cap ($-mil),Employees,Industry,Rank Change,Profit Margin,Revenue per Employee,Profit Per Employee,Return on Assets
325,424,Newalta Corporation(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=NAL-T,18063,483,576196,19,1028724,4,577,345,Emvironmental Services,99,0,1670133,52357,0
684,830,Atlantic Power Corp.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ATP-T,-3752,90,197756,1,1013012,16,986,10,Electrical Utilities,146,0,19775600,-375200,0
400,892,Trilogy Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=TET-T,9432,128,305803,23,1012036,13,1415,155,Oil and Gas Producers,492,0,1972923,60852,0
855,903,Crew Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CR-T,-17161,55,212045,7,998070,4,1535,70,Oil and Gas Producers,48,0,3029214,-245157,0
449,855,Birchcliff Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=BIR-T,5902,124,189978,26,995391,19,1194, ,Oil and Gas Producers,406,0,#VALUE!,#VALUE!,0
933,895,Galleon Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=GO-T,-38947,-13,207831,-1,993375,-13,345,50,Oil and Gas Producers,-38,0,4156620,-778940,0
249,189,Flint Energy Services(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=FES-T,33003,-28,1786411,-5,983622,2,830,8843,Oil and Gas Field Services,-60,0,202014,3732,0
311,159,Algonquin Power & Utilities(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=AQN-T,19639,-37,187269,-12,980917,-3,479,500,Electrical Utilities,-152,0,374538,39278,0
889,245,Great Canadian Gaming(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=GC-T,-22100,-194,384200,0,967400,-4,609,4500,Entertainment Services,-644,0,85378,-4911,0
949,368,InterOil Corp.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=IOC-N,-45493,-848,808071,15,965489,53,3445,620,Integrated Oils,-581,0,1303340,-73376,0
983,964,SouthGobi Resources(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=SGQ-T,-116195,-5,185336,2410,961866,72,2235,544,Precious Metals,-19,-1,340691,-213594,0
839,974,Denison Mines(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=DML-T,-14235,90,140207,75,952474,10,1249,340,Non-Base Metal Mining,135,0,412374,-41868,0
556,255,EnerCare Inc.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ECI-T,352,-98,208433,11,948614,-1,373,88,Misc. Consumer Products,-301,0,2368557,4000,0
166,129,Davis + Henderson(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=DH-T,82526,-13,641573,34,933521,-1,1056,4100,Business Forms,-37,0,156481,20128,0
259,176,CML Healthcare(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CLC-T,31405,-43,480735,-7,932806,-6,1027,3239,Medical Services,-83,0,148421,9696,0
250,859,Martinrea International(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=MRE-T,32993,232,1689891,48,931122,-14,747,7000,Metal Fabricators,609,0,241413,4713,0
676,794,Innergex Renewable Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=INE-T,-3659,-114,89181,51,930830,83,591,56,Electrical Utilities,118,0,1592518,-65339,0
182,258,Northern Property REIT(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=NPR.UN-T,67556,217,142545,6,918728,3,794,382,Property Management & Investment,76,0,373154,176848,0
847,831,MDC Partners(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=MDZ.A-T,-15440,16,698480,28,914348,51,489,4925,Consulting,-16,0,141823,-3135,0
967,927,Northgate Minerals(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=NGX-T,-71704,-45,497732,2,905484,22,928,950,Precious Metals,-40,0,523928,-75478,0
219,212,Churchill Corp.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CUQ-T,44192,27,1176927,95,876099,138,441,684,Contractors,-7,0,1720654,64608,0
306,286,Western Financial Group(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=WES-T,20280,27,233729,38,871956,7,247,1300,Insurance - Property & Casualty,-20,0,179792,15600,0
180,118,Ritchie Bros. Auctioneers(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=RBA-T,65913,-29,361477,-6,870818,2,2421,1162,Specialty Stores,-62,0,311082,56724,0
260,190,Terra Nova Royalty(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=TTT-N,30316,-25,123109,655,854256,-14,516,1196,Mining Services,-70,0,102934,25348,0
568,555,Killam Properties(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=KMP-T,-130,93,116914,9,849571,15,470,375,Property Management & Investment,-13,0,311771,-347,0
265,186,Parkland Fuel(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=PKI-T,30194,-38,2916539,44,839689,77,577,1600,Specialty Stores,-79,0,1822837,18871,0
987,452,Gammon Gold(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=GAM-T,-147487,-1722,239959,4,819388,-19,1128,2346,Precious Metals,-535,-1,102284,-62867,0
917,917,Great Basin Gold(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=GBG-T,-28912,40,96216,160,818043,49,1221,1078,Precious Metals,0,0,89254,-26820,0
183,177,SXC Health Solutions(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=SXC-T,64735,41,1949116,35,816309,23,2624,935,Computer Software & Processing,-6,0,2084616,69235,0
287,393,Dundee Precious Metals(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=DPM-T,23496,314,253952,65,813352,45,1172,2400,Precious Metals,106,0,105813,9790,0
145,737,High River Gold Mines(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=HRG-T,114852,1276,455337,25,812332,15,1033,5312,Precious Metals,592,0,85719,21621,0
488,894,New Flyer Industries Inc.(Ja11)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=NFI.UN-T,3874,113,985809,-10,811422,-7,560,2226,Transportation Equipment & Components,406,0,442861,1740,0
399,836,Ainsworth Lumber Co.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ANS-T,9440,144,371012,0,811130,-4,302,625,Forestry,437,0,593619,15104,0
216,247,Melcor Developments(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=MRD-T,45056,94,195157,41,809253,14,447,270,Developers,31,0,722804,166874,0
722,705,Patheon Inc.(Oc10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=PTI-T,-5000,26,672800,3,808900,2,310,4300,Biotechnology & Pharmaceuticals,-17,0,156465,-1163,0
212,207,Uni-Select Inc.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=UNS-T,46386,20,1323996,-6,807546,4,534,5000,Wholesale Distributors,-5,0,264799,9277,0
945, ,Chinook Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CKE-T,-45492,-132,140796,3633,805732,104,458,113,Oil and Gas Producers,,0,1245982,-402584,0
564,263,Canam Group(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CAM-T,94,-100,754031,20,803543,36,325,3358,Metal Fabricators,-301,0,224548,28,0
990,947,NovaGold Resources(No10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=NG-T,-203549,-177,5774,-69,801740,3,3340,65,Precious Metals,-43,-35,88831,-3131523,0
782,271,Golden Star Resources(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=GSC-T,-8281,-150,431376,8,801455,6,1181,2800,Precious Metals,-511,0,154063,-2958,0
77,86,Pinetree Capital(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=PNP-T,295778,88,384519,82,796695,108,565,23,Management & Diversified,9,1,16718217,12859913,0
382,331,Capstone Infrastructure(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CSE-T,11569,3,159460,6,795268,13,463,60,Management & Diversified,-51,0,2657667,192817,0
205,175,Atrium Innovations(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ATB-T,51611,6,357412,12,788471,24,499,1000,Biotechnology & Pharmaceuticals,-30,0,357412,51611,0
270,896,Garda World Security(Ja11)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=GW-T,28550,181,1119941,6,781497,-3,285,45000,Misc. Consumer Products,626,0,24888,634,0
375,187,ATS Automation Tooling Systems(Ma10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ATA-T,12163,-75,577777,-32,752798,-10,628,2294,Misc. Industrial Products,-188,0,251864,5302,0
253,206,Algoma Central(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ALC-T,32602,-16,533661,2,741450,7,364,1500,Transportation,-47,0,355774,21735,0
240,234,Forzani Group(Ja11)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=FGL-T,35418,23,1448719,7,740115,5,556,11274,Specialty Stores,-6,0,128501,3142,0
161,476,Breakwater Resources(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=BWR-T,87218,   n/m ,387830,64,731356,23,505,1847,Metal Mines,315,0,209978,47221,0
445,844,Celtic Exploration(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CLT-T,6583,128,223395,29,723025,7,1610,40,Oil and Gas Producers,399,0,5584875,164575,0
999,760,Pace Oil and Gas(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=PCE-T,-397213,-577,172962,19,720045,-30,392,180,Oil and Gas Producers,-239,-2,960900,-2206739,-1
940,782,European Goldfields(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=EGU-T,-42807,-263,50748,-26,718813,-3,2559,260,Precious Metals,-158,-1,195185,-164642,0
271,968,North American Energy Partners(Ma10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=NOA-T,28219,121,751907,-26,702617,12,349,2473,Oil and Gas Field Services,697,0,304047,11411,0
119,339,Taseko Mines(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=TKO-T,148598,1307,304716,56,687612,29,975,350,Precious Metals,220,0,870617,424566,0
981,812,First Uranium(Ma10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=FIU-T,-92178,-464,95854,34,684643,21,219,4437,Non-Base Metal Mining,-169,-1,21603,-20775,0
98,146,Labrador Iron Ore Royalty(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=LIF.UN-T,196700,162,291106,168,680791,26,2152,2082,Investment Companies and Funds,48,1,139820,94476,0
427,952,Fibrek Inc.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=FBK-T,7789,110,561736,45,677295,-3,143,500,Forestry,525,0,1123472,15578,0
280,847,Anvil Mining(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=AVM-T,24987,219,69264,36,675946,9,907,1000,Metal Mines,567,0,69264,24987,0
894,868,Gabriel Resources(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=GBU-T,-22667,15,448,11,661892,0,2768,350,Precious Metals,-26,-51,1280,-64763,0
162,153,Reitmans (Canada)(Ja11)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=RET.A-T,87021,29,1074033,1,657624,4,942,11000,Clothing Stores,-9,0,97639,7911,0
282,239,Magellan Aerospace(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=MAL-T,25408,-2,732241,6,654263,-4,76,3100,Transportation Equipment & Components,-43,0,236207,8196,0
138,101,Canadian General Investments(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CGI-T,120386,-2,12410,4,651038,18,400,25,Investment Companies and Funds,-37,10,496400,4815440,0
424,196,Armtec Infrastructure(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ARF-T,7907,-82,462797,2,645751,-1,324,1896,Misc. Industrial Products,-228,0,244091,4170,0
361,861,Cinram International IF(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CRW.UN-T,13306,160,1110063,-24,638816,-19,75,13700,Misc. Industrial Products,500,0,81026,971,0
317,337,Morneau Shepell(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=MSI-T,18929,75,335194,1,635804,-2,496,2300,Consulting,20,0,145737,8230,0
174,832,Capstone Mining(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CS-T,72593,496,302189,20,631725,15,905,1207,Precious Metals,658,0,250364,60143,0
171,143,North West Co.(Ja11)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=NWC-T,76594,-6,1448104,0,620482,-1,1020,6902,Food Stores,-28,0,209809,11097,0
261,222,GENIVAR Inc.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=GNV-T,30839,-1,580577,21,613973,15,551,4500,Consulting,-39,0,129017,6853,0
685,849,International Forest Products(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=IFP.A-T,-3934,84,637239,54,611887,5,265,1500,Forestry,164,0,424826,-2623,0
379,334,ClubLink Enterprises(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CLK-T,11842,6,206970,0,611412,-3,183,500,Transportation,-45,0,413940,23684,0
189,701,SunOpta Inc.(Ja11)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=SOY-T,61066,1003,900583,10,609684,11,512,2300,Misc. Industrial Products,512,0,391558,26550,0
808,335,GLV Inc.(Ma10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=GLV.A-T,-10345,-188,504564,-16,588735,36,399,2350,Machinery,-473,0,214708,-4402,0
288,194,Aastra Technologies(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=AAH-T,23956,-46,726923,-13,587124,0,487,2100,Telecommunications,-94,0,346154,11408,0
272,948,Western Forest Products(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=WEF-T,27700,137,688300,18,587100,2,374,2089,Forestry,676,0,329488,13260,0
215,201,Rogers Sugar(Se10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=RSI-T,45214,6,606873,12,584805,2,426,550,Food Processing,-14,0,1103405,82207,0
702,409,Leisureworld Senior Care(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=LW-T,-4132,-213,216653,-11,582722,10,215,5300,Other Services,-293,0,40878,-780,0
148,182,SEMAFO Inc.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=SMF-T,103246,137,327198,36,582070,61,2927,2000,Precious Metals,34,0,163599,51623,0
902,726,Jaguar Mining(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=JAG-T,-23792,-198,183854,10,579276,5,598,1788,Precious Metals,-176,0,102827,-13306,0
164,117,Westshore Terminals Investment(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=WTE.UN-T,84570,-21,224125,5,579186,-5,1706,206,Transportation,-47,0,1087985,410534,0
283,242,MCAN Mortgage(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=MKP-T,25365,3,41849,-14,578702,14,200,15,Finance and Leasing,-41,1,2789933,1691000,0
973,985,Iberian Minerals(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=IZN-X,-84389,66,233094,30,567042,4,284,2000,Precious Metals,12,0,116547,-42195,0
187,172,Leon's Furniture(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=LNF-T,63284,11,715894,0,566674,7,1037,2829,Specialty Stores,-15,0,253055,22370,0
198,351,Ithaca Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=IAE-X,54037,588,130937,10,561851,82,696,19,Oil and Gas Producers,153,0,6891421,2844053,0
354,302,Wall Financial(Ja10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=WFC-T,14329,-22,167784,37,561020,9,246,506,Property Management & Investment,-52,0,331589,28318,0
720,593,Angle Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=NGL-T,-5098,-68,119384,49,558969,127,597,38,Oil and Gas Producers,-127,0,3141684,-134158,0
993,971,Nordion Inc.(Oc10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=NDN-T,-232010,-52,274454,-1,553956,-67,768,664,Medical Services,-22,-1,413334,-349413,0
266,324,Constellation Software(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CSU-T,29228,186,630857,44,553413,17,875,1000,Computer Software & Processing,58,0,630857,29228,0
203,185,Winpak Ltd.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=WPK-T,52570,23,579623,15,546428,13,766,1882,Packaging & Containers,-18,0,307982,27933,0
921,914,BlackPearl Resources(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=PXX-T,-31272,34,146894,64,543826,16,1665,47,Oil and Gas Producers,-7,0,3125404,-665362,0
486,573,Whiterock REIT(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=WRK.UN-T,4063,271,76567,25,536061,25,353,44,Property Management & Investment,87,0,1740159,92341,0
226,973,Brick Group(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=BRK-T,38718,124,1372709,12,535991,7,154,5900,Specialty Stores,747,0,232663,6562,0
926,899,Anderson Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=AXL-T,-35631,2,84504,10,535115,8,181,68,Oil and Gas Producers,-27,0,1242706,-523985,0
846,589,Sprott Resource(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=SCP-T,-15824,-431,107148,211,528811,29,518,17,Misc. Industrial Products,-257,0,6302824,-930824,0
181,157,Alamos Gold(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=AGI-T,65685,17,200469,13,528383,47,2201,501,Metal Mines,-24,0,400138,131108,0
323,230,Alliance Grain Traders(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=AGT-T,18401,-39,642140,65,527914,24,555,450,Agriculture,-93,0,1426978,40891,0
507,526,Copper Mountain Mining(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CUM-T,2953,333,12790,6310,524820,271,587,180,Metal Mines,19,0,71056,16406,0
247,229,Stella-Jones Inc.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=SJ-T,34395,14,561065,35,521633,41,530,690,Misc. Industrial Products,-18,0,813138,49848,0
243,224,Indigo Books & Music(Ap10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=IDG-T,34923,12,969260,1,519842,7,447,6700,Specialty Stores,-19,0,144666,5212,0
935,990,Kingsway Financial Services(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=KFS-T,-38243,87,248077,-20,519581,-73,72,1000,Insurance - Property & Casualty,55,0,248077,-38243,0
986,962,Uranium Participation(Fe10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=U-T,-132070,-16,-141640,-12,516044,-9,528,0,Misc. Industrial Products,-24,1,#DIV/0!,#DIV/0!,0
167,81,Senvest Capital(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=SEC-T,81743,-52,130665,-43,515631,28,203,14,Management & Diversified,-86,1,9333214,5838786,0
199,214,Wajax Corp.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=WJX-T,55019,61,1111866,10,515338,15,613,2382,Wholesale Distributors,15,0,466778,23098,0
230,184,TVA Group(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=TVA.B-T,38172,-22,448381,2,514277,6,349,1399,Broadcasting,-46,0,320501,27285,0
178,810,Silvercorp Metals(Ma11)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=SVM-T,68849,66,169299,45,513515,75,2455,700,Precious Metals,632,0,241856,98356,0
239,142,Velan Inc.(Fe10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=VLN-T,35523,-57,481895,8,512697,1,345,1600,Misc. Industrial Products,-97,0,301184,22202,0
747,416,Lanesborough REIT(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=LRT.UN-T,-6279,-280,31425,-19,510656,-5,8,0,Property Management & Investment,-331,0,#DIV/0!,#DIV/0!,0
316,317,GVIC Communications(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=GCT-T,19095,51,244201,5,507941,1,105,2148,Publishing & Printing,1,0,113688,8890,0
304,304,Glacier Media(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=GVC-T,20560,48,245058,5,507847,1,217,2148,Publishing & Printing,0,0,114087,9572,0
958,800,Intertape Polymer Group(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ITP-T,-56445,-292,720516,17,506105,-6,69,1969,Packaging & Containers,-158,0,365930,-28667,0
959,888,Aura Minerals(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ORA-T,-57048,-64,170432,503,503857,53,810,1307,Precious Metals,-71,0,130399,-43648,0
319,244,Liquor Stores N.A.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=LIQ-T,18685,-21,580624,7,495915,-3,343,1950,Specialty Stores,-75,0,297756,9582,0
298,602,Noranda Income Fund(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=NIF.UN-T,21146,740,665838,35,487235,-3,173,612,Mining Services,304,0,1087971,34552,0
911,965,Bellatrix Exploration(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=BXE-T,-27533,78,125955,0,487156,10,468,54,Oil and Gas Producers,54,0,2332500,-509870,0
242,188,Chemtrade Logistics IF(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CHE.UN-T,34945,-26,558070,0,485911,-2,464,455,Chemicals,-54,0,1226527,76802,0
211,170,Bird Construction(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=BDT-T,47317,-17,845884,-3,482714,10,521,790,Contractors,-41,0,1070739,59895,0
883, ,Ram Power(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=RPG-T,-20524,50,4240,-14,481693,24,349,198,Precious Metals,,-5,21414,-103657,0
156,995,ACE Aviation Holdings(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ACE.A-T,98000,114,104000,-99,481000,49,415,1,Management & Diversified,839,1,104000000,98000000,0
479,454,Trimac Transportation(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=TMA-T,4233,140,5596,117,474783,6,57,1527,Transportation,-25,1,3665,2772,0
966,943,TransAtlantic Petroleum(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=TNP-T,-71152,-15,85103,209,472347,54,1124,826,Oil and Gas Producers,-23,-1,103030,-86140,0
408,436,Zargon Oil & Gas(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ZAR-T,8922,228,179514,22,471648,2,607,63,Oil and Gas Producers,28,0,2849429,141619,0
841,912,Sierra Wireless(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=SW-T,-14541,64,650341,23,469568,-3,454,880,Electrical & Electronic,71,0,739024,-16524,0
348,502,Bankers Petroleum(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=BNK-T,14265,9610,176333,92,467414,53,1860,259,Oil and Gas Producers,154,0,680822,55077,0
446,646,Minefinders Corp.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=MFL-T,6121,242,95150,22,466673,67,870,350,Precious Metals,200,0,271857,17489,0
687,522,Retrocom Mid-Market REIT(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=RMM.UN-T,-3970,-252,60379,0,462894,38,120,12,Property Management & Investment,-165,0,5031583,-330833,0
346,303,Guardian Capital Group(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=GCG.A-T,15075,6,68458,10,462387,5,282,105,Investment Companies and Funds,-43,0,651981,143571,0
838,720,Cequence Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CQE-T,-14518,-68,51808,96,456636,119,252,30,Oil and Gas Producers,-118,0,1726933,-483933,0
435,664,Tesco Corp.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=TESO-Q,7045,234,378971,6,454908,3,604,1301,Oil and Gas Field Services,229,0,291292,5415,0
868,938,Etrion Corporation(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ETX-T,-18121,69,11617,8311,446216,929,131,23,Misc. Industrial Products,70,-2,505087,-787870,0
355,348,IBI Group(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=IBG-T,14260,56,290398,6,444713,7,175,2250,Consulting,-7,0,129066,6338,0
520,642,Huntingdon REIT(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=HNT.UN-T,2264,130,74347,36,441086,8,103,0,Property Management & Investment,122,0,#DIV/0!,#DIV/0!,0
241,774,Imperial Metals(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=III-T,35323,377,247096,23,440041,18,972,504,Metal Mines,533,0,490270,70085,0
542,236,Canexus Income Fund(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CUS.UN-T,1202,-96,10085,-64,435227,14,278,464,Chemicals,-306,0,21735,2591,0
336,272,Premium Brands Holdings(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=PBH-T,16250,-14,534766,16,433158,24,257,1800,Food Processing,-64,0,297092,9028,0
248,223,Vector Aerospace(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=RNO-T,33131,7,544644,-4,432349,1,434,2400,Transportation,-25,0,226935,13805,0
925,908,Equal Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=EQU-T,-34536,16,144839,12,427754,-7,170,184,Oil and Gas Producers,-17,0,787168,-187696,0
982,824,Mercator Minerals(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ML-T,-115075,-555,183999,107,424266,11,785,1,Metal Mines,-158,-1,183999000,-115075000,0
238,653,Pason Systems(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=PSI-T,35532,745,249562,71,424172,14,1141,534,Oil and Gas Field Services,415,0,467345,66539,0
571,191,Major Drilling Group Int'l.(Ap10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=MDI-T,-464,-101,308208,-41,415656,-11,624,3075,Mining Services,-380,0,100230,-151,0
585,708,Delphi Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=DEE-T,-844,89,116133,21,412329,14,245,41,Oil and Gas Producers,123,0,2832512,-20585,0
