Rank,2009 Rank,Company and Year-end,Profit ($000),% Chg,Revenue ($000),% Chg,Assets ($000),% Chg,Mkt Cap ($-mil),Employees,Industry,Rank Change,Profit Margin,Revenue per Employee,Profit Per Employee,Return on Assets
942,996,Harvest Operations(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=HTE.DB.D-T,-44561,   n/a ,3961325,   n/a ,5367227,12,34023,365,Oil and Gas Producers,54,-1.12%,10,852,945.21,-122,084.93,-0.83%
168,147,Co-operators General Insurance(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CCS.PR.C-T,80744,9,2306046,3,5271374,3,null,2945,Insurance - Property & Casualty,-21,3.50%,783,037.69,27,417.32,1.53%
985,41,First Quantum Minerals(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=FM-T,-123400,-127,2899500,65,5258600,15,9307,6904,Metal Mines,-944,-4.26%,419,973.93,-17,873.70,-2.35%
142,127,AGF Management(No10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=AGF.B-T,116775,20,758033,-3,5253861,-7,1527,825,Investment Companies and Funds,-15,15.41%,918,827.88,141,545.45,2.22%
388,null,Capital Power(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CPX-T,11000,-74,1767000,-13,5217000,4,733,1100,Gas Utilities,null,0.62%,1,606,363.64,10,000.00,0.21%
892,135,Groupe Aeroplan(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=AER-T,-22501,-125,2077969,43,5146052,-1,2553,3500,Other Services,-757,-1.08%,593,705.43,-6,428.86,-0.44%
88,140,Pengrowth Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=PGF-T,230257,171,1440596,8,5042766,7,4167,582,Oil and Gas Producers,52,15.98%,2,475,250.86,395,630.58,4.57%
223,null,MEG Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=MEG-T,40097,-22,803795,448,5017631,18,8637,279,Oil and Gas Producers,null,4.99%,2,880,985.66,143,716.85,0.80%
85,71,ARC Resources(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ARX-T,260800,17,1335000,26,4946500,26,7226,500,Oil and Gas Producers,-14,19.54%,2,670,000.00,521,600.00,5.27%
61,52,Metro Inc.(Se10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=MRU.A-T,391800,11,11385200,1,4821600,4,4744,65000,Food Stores,-9,3.44%,175,156.92,6,027.69,8.13%
86,85,Inter Pipeline Fund(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=IPL.UN-T,234769,49,992772,13,4712185,5,3850,634,Pipelines,-1,23.65%,1,565,886.44,370,298.11,4.98%
80,164,BPO Properties(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=BPP.PR.G-T,281900,276,518600,20,4665100,10,null,0,Property Management & Investment,84,54.36%,#DIV/0!,#DIV/0!,6.04%
63,56,CGI Group(Se10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=GIB.A-T,362766,14,3736873,-2,4607191,18,4202,25000,Computer Software & Processing,-7,9.71%,149,474.92,14,510.64,7.87%
201,181,Equitable Group(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ETC-T,54267,6,211116,2,4453466,16,373,183,Finance and Leasing,-20,25.70%,1,153,639.34,296,540.98,1.22%
381,246,Calloway REIT(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CWT.UN-T,11645,-50,494417,7,4373522,3,2686,115,Property Management & Investment,-135,2.36%,4,299,278.26,101,260.87,0.27%
190,83,Precision Drilling(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=PD-T,62091,-62,1443168,9,4296788,3,2647,6584,Oil and Gas Field Services,-107,4.30%,219,193.20,9,430.59,1.45%
220,204,First Capital Realty(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=FCR-T,41338,-1,498020,9,4120713,12,2470,325,Property Management & Investment,-16,8.30%,1,532,369.23,127,193.85,1.00%
